Day,Month,Year,MinPressure,MaxPressure,MinVapour,MaxVapour,MinRelativeHumidity,MaxRelativeHumidity,MinTemperature,MaxTemperature,Rain,MinRadiation,MaxRadiation
3,1,1991,1009.5,1013,20.4,15.6,82,83,23,15.6,18.2,2.84,1.35
4,1,1991,1011.1,1018.6,15.5,10.9,73,69,21.4,9.4,0,2.46,0.66
5,1,1991,1015.5,1018.4,10.9,13.1,56,80,20.5,10,0,2.41,0.87
6,1,1991,1015.6,1016.6,13.8,13.1,63,50,22,11,0,2.48,0.72
7,1,1991,1014.2,1017.7,15,12.8,64,69,23.4,10.2,0,2.57,0.63
8,1,1991,1014.2,1016.7,15.3,12.7,63,65,25,11,0,2.26,0.84
9,1,1991,1013.4,1016.5,14.8,14.4,59,71,25.8,14.4,0,2.21,0.82
10,1,1991,1012.8,1016.9,19.1,19.9,83,94,26.8,16.7,4.2,0.88,0.81
11,1,1991,1013.1,1017.2,18.3,17.8,84,84,20.6,14.6,0.2,2.21,1.1
12,1,1991,1013.5,1016.5,18.5,19,72,86,25,15.4,0.2,1.27,1.29
13,1,1991,1013.1,1017,20.5,18.9,83,94,23.3,17.2,4.3,1.15,1.01
14,1,1991,1014.3,1018.8,19.9,13.6,85,70,21.7,16,0,2.07,1.49
15,1,1991,1015.3,1019.2,13.6,11.5,59,62,22.2,13.2,0,2.29,1.14
16,1,1991,1016.5,1021.1,12.4,10.1,55,54,22.5,11.8,0,2.34,0.97
17,1,1991,1017.8,1019.5,9.3,11.2,40,61,23,11.5,0,2.31,0.88
18,1,1991,1016.4,1019.5,11.9,12.8,47,69,24.2,11.4,0,2.46,0.83
19,1,1991,1014.9,1017.2,12.4,11.5,49,59,24.6,13.2,0,1.66,1.77
20,1,1991,1013.1,1017.9,11.7,11.3,51,62,22.8,10.5,0,2.5,0.99
21,1,1991,1013.9,1018,11.3,12.3,48,66,23.2,9.4,0,2.26,0.77
22,1,1991,1015.1,1017.6,12.5,15.1,52,76,24.5,10.7,0,2.16,0.84
23,1,1991,1013.5,1017.4,13.6,16.9,51,98,26.8,12,0,1.11,1.07
24,1,1991,1012.8,1016,17.7,17.1,62,82,26.8,16,0,2.42,0.79
25,1,1991,1012.9,1018,13.8,13.5,51,65,26.2,16.8,0,2.35,0.75
26,1,1991,1014.7,1018.6,14.1,13.9,53,72,26.7,11.9,0,2.24,0.96
27,1,1991,1013.3,1017.6,16,13.4,60,68,25.2,12.6,0,2.45,0.84
28,1,1991,1012.4,1014.3,15.3,14.8,55,73,26.4,13,0,2.37,0.9
29,1,1991,1010.3,1013.1,14.6,14.8,46,68,26.8,13.5,0,2.48,0.94
30,1,1991,1010.3,1014,14.9,18.2,48,73,28.2,14.6,0,2.32,0.9
31,1,1991,1011.5,1015,17.9,15.7,57,65,29.8,15.6,0,2.46,0.94
1,2,1991,1011.7,1013.5,16.8,24,49,88,30,18.5,0,2.48,0.85
2,2,1991,1008.5,1011.2,21.1,19.3,57,67,31.5,19.6,0.8,2.43,1.02
3,2,1991,1009,1013.7,20.9,22,63,94,29.8,18,19.7,1.57,1.11
4,2,1991,1010.7,1014.8,24.4,20.9,88,87,24.8,19.4,1,2.28,1.27
5,2,1991,1012.7,1017.3,19.4,18.5,70,98,25.3,14.6,0.6,2.62,0.95
6,2,1991,1014.7,1018.1,14.2,17.6,46,74,27.6,15,0,2.65,0.79
7,2,1991,1014.3,1016.6,16.6,18.8,53,74,28.4,15.8,0,2.49,0.95
8,2,1991,1011.3,1014.6,17.8,23.2,51,89,30,20.2,0,2.76,0.68
9,2,1991,1011.2,1016.6,17.1,17.3,46,61,30.4,17.8,0,2.83,0.65
10,2,1991,1012.4,1015.5,15,16.9,41,64,30.4,17,0,3.04,0.67
11,2,1991,1009.8,1012.6,14.7,16.1,39,59,30.2,17.1,0,3,0.67
12,2,1991,1008,1011,16.1,15.2,40,80,31.4,19.8,0,2.55,1.12
13,2,1991,1007.3,1012.5,22,21.4,53,69,32.8,20.5,1.4,2.67,0.66
14,2,1991,1010.5,1015.6,19.6,14.1,52,53,30.7,17.2,0,3.01,0.56
15,2,1991,1011.3,1015.6,14.2,13.1,38,46,31.2,16.7,0,2.98,0.61
16,2,1991,1011.7,1015,13.5,12.3,38,47,29.4,15.4,0,2.97,0.69
17,2,1991,1010.6,1015,15.2,12.8,46,51,28.4,15.2,0,2.98,0.67
18,2,1991,1011.3,1014.7,18.2,18.2,40,68,29.5,16.6,0,2.56,0.96
19,2,1991,1012.5,1015.8,14.2,17.3,44,61,30.5,17,0,2.81,0.75
20,2,1991,1012.3,1016.2,15,18.8,41,61,30.7,17.8,0,2.64,0.83
21,2,1991,1012.8,1017.2,18.5,17.9,48,66,31,17.8,0,2.77,0.69
22,2,1991,1013.9,1016.2,15.1,22.4,38,75,31.3,18.4,0,2.7,0.65
23,2,1991,1012.4,1016.3,15.7,25.2,37,93,33.2,19.8,0,2.52,0.79
24,2,1991,1012.2,1016.8,17.6,17,39,54,33.6,20.4,0,2.57,0.86
25,2,1991,1013,1016.7,19.3,20.4,45,63,33,20.2,0,2.4,0.94
26,2,1991,1011.9,1014.1,25.2,24.1,56,69,34.9,20.7,0,2.43,0.9
27,2,1991,1010,1017.6,20.2,15.5,43,56,35.3,18.7,0,2.93,0.73
28,2,1991,1012.6,1014,16.1,24.4,40,77,31,21.4,0,2.83,1.07
1,3,1991,1009.8,1014.3,22.8,21.7,58,76,31.8,19.5,6.2,2.64,1.68
2,3,1991,1011.9,1015.7,22.7,24.9,67,80,28.9,21,0.1,2.68,1.03
3,3,1991,1012.5,1016.3,22.8,19.9,58,61,30.8,20.4,0,2.99,0.88
4,3,1991,1011.4,1015.1,21,27.1,50,81,32.1,21.4,0.1,2.5,0.88
5,3,1991,1010.3,1013.2,19,20,44,56,33.2,20.3,0,2.43,1.4
6,3,1991,1010.2,1010.9,19.6,22.4,52,67,32,22.2,0,3,0.95
7,3,1991,1005.7,1011.7,18.6,14.8,46,46,31.8,21.1,0,2.88,1.18
8,3,1991,1008.5,1014.5,17.1,23.4,45,72,31.2,20.8,0,2.83,0.94
9,3,1991,1010,1013.5,21,28.6,50,81,31.8,23,0,2.02,1.25
10,3,1991,1008.8,1011.9,23.2,26.6,52,70,32.2,23.8,0,2.94,0.8
11,3,1991,1006.5,1010,27.1,20.2,57,58,34.8,21.8,0,3.05,1.14
12,3,1991,1006.2,1014.9,22.2,30.7,48,84,35.2,23.9,0,3.05,1.14
13,3,1991,1006.5,1010.7,18.6,29.3,54,72,34.4,23.8,0,3.05,1.14
14,3,1991,1006.4,1012.1,22,23.5,45,67,35.4,21.5,0.7,2.69,1.14
15,3,1991,1009.5,1012.5,26.6,21.4,59,64,32.7,21,1.4,2.13,1.29
16,3,1991,1008.5,1012.4,25.2,22.2,67,61,29.8,20.6,0.1,2.37,1
17,3,1991,1008.5,1013.5,21.7,29.1,46,73,33.8,21.5,0,2.8,0.77
18,3,1991,1009.6,1012.9,22.5,29.3,45,75,36.2,23.5,0,2.79,0.76
19,3,1991,1007.9,1010.9,23.2,28.3,42,70,37,25.4,0.1,2.87,0.78
20,3,1991,1005.2,1007.3,21.8,28.6,40,68,37,25.6,0,3,0.76
21,3,1991,1003.2,1008.8,16.8,24.6,29,58,38.2,26,0,2.96,0.88
22,3,1991,1005.3,1008.9,22.9,32.2,44,81,36.7,25.5,0,2.76,1.36
23,3,1991,1007.1,1009.2,16.6,16.9,41,55,35.3,21.1,0,2.82,1.5
24,3,1991,1005.5,1008.9,19.7,19.4,43,58,32.8,21.2,0,2.59,1.98
25,3,1991,1003.6,1009.7,26.7,22.1,62,75,32.8,19.2,13.8,3.37,0.67
26,3,1991,1005.9,1010.1,20.8,21.3,52,61,31.6,19.9,0,3.18,0.68
27,3,1991,1005.5,1010.6,21.4,28.1,47,71,33.3,24.3,0,2.59,1.24
28,3,1991,1006.5,1012.2,28.6,32.4,60,82,36.8,24.4,0,2.7,1.03
29,3,1991,1007.4,1011,27.4,31.5,57,78,34.8,24.6,0,2.99,0.92
30,3,1991,1005,1007.8,31.9,32.6,65,87,35.5,26.1,0,3.11,0.83
31,3,1991,1002.4,1006.4,19.1,19.7,34,48,37.2,25.4,0,3.14,0.88
1,4,1991,1001.3,1007.5,16.8,28.8,29,77,38.6,26,0,2.89,1.1
2,4,1991,1002.7,1008.4,18.9,31.5,39,74,35.6,26.3,0,3.06,1.26
3,4,1991,1005,1010.1,30.7,31.7,69,75,35.4,26.6,0,2.81,1.33
4,4,1991,1006.5,1010.6,31.9,31.9,65,78,36.7,26.2,0,3.01,1.23
5,4,1991,1006.2,1009.7,32.1,29.3,73,69,34,25.2,0,2.91,1.04
6,4,1991,1005.1,1010,27.9,22.4,54,55,36.6,26,0,2.92,1.37
7,4,1991,1006.1,1010.3,23.5,22.9,48,61,35.3,26.6,0,2.98,3.21
8,4,1991,1006.3,1008.4,20.9,28.9,44,70,33.2,24.2,0,3.02,0.95
9,4,1991,1003.7,1008.7,25.8,29.3,50,69,36.6,26.2,0,3.02,0.95
10,4,1991,1004.1,1006.9,21.7,28.3,49,72,36.6,23.6,0,3.03,1.38
11,4,1991,1003.5,1009.3,25.8,27.7,86,80,35.3,19.4,29.2,2.81,1.06
12,4,1991,1004.4,1009.1,26.4,24,59,63,34,21,0,2.88,1.01
13,4,1991,1004.8,1010.7,26.4,28.4,56,67,34.6,24,0,2.95,0.91
14,4,1991,1005.2,1010.5,25.5,29.7,52,69,35.4,23.4,0,2.95,0.91
15,4,1991,1005.5,1007.2,26.1,33.8,51,74,35.3,26.1,0,3.1,0.98
16,4,1991,1001.5,1006.7,30.9,32.8,53,72,38.3,28.1,0,3.25,0.95
17,4,1991,1002.7,1008.1,20.8,27.1,37,57,36.6,26,0,2.97,1.08
18,4,1991,1004.5,1008.5,15.9,26.7,30,62,36.6,24.8,0,3.17,0.74
19,4,1991,1004.8,1008.7,12.3,23.1,24,57,35.9,23.2,0,2.6,0.91
20,4,1991,1004.3,1008,22.1,27.4,42,62,36.3,26.6,0,3.23,0.68
21,4,1991,1004,1008.2,16.5,33.6,30,76,37.2,25.6,0,3.11,0.87
22,4,1991,1003,1008.3,20.5,33.4,36,74,37.4,26.3,0,2.99,0.78
23,4,1991,1003.5,1008.4,32.8,33.6,62,75,37.5,26.4,0,3.16,1.01
24,4,1991,1004.8,1008.4,33.4,33.6,65,75,36.4,26.4,0,3.15,1.25
25,4,1991,1004.2,1008.6,31.3,33.2,67,76,35.2,27,0,2.97,1.19
26,4,1991,1003,1007.9,31.1,33.2,61,76,36.2,26.7,0,3.01,1.22
27,4,1991,1003.3,1008,24,32.6,48,74,36.4,25.4,0,3.56,1.37
28,4,1991,1003.6,1008,27.2,32.6,54,74,36.5,25.4,0,2.14,1.86
29,4,1991,1003.8,1004,26.9,26.6,73,79,31.6,24.6,0,1.09,0.92
30,4,1991,997.5,1000.8,23.5,24.9,67,61,28,26.4,0,3.17,1.02
1,5,1991,997.2,1000.8,28.4,36.1,55,77,35.9,27.2,0,3.28,1.2
2,5,1991,996.9,1003,33.8,34.2,63,76,38.2,27.2,0,2.21,1.81
3,5,1991,999.7,1004.6,34.2,33.8,74,70,34.8,29.2,0,2.77,1.53
4,5,1991,1001.5,1006.9,34.4,33.4,71,71,34.8,26,0,2.56,1.71
5,5,1991,1003.3,1006.3,34.2,33.8,74,74,35.3,28.4,0,1.77,1.58
6,5,1991,1001.1,1003.5,34.2,36.5,77,81,35.2,22.2,31.5,3.49,1.46
7,5,1991,998.4,1003.1,36.9,35.7,78,75,35.2,28.4,0,3.19,1.28
8,5,1991,999.5,1004.8,36.7,35.4,75,73,35.8,29.4,0,3.25,1.45
9,5,1991,999.9,1004.6,36,36.1,74,75,35.3,29.4,0,3.11,1.82
10,5,1991,999.5,1005.3,33.8,35.4,71,76,35.6,29.2,0,2.53,1.61
11,5,1991,1002.3,1006.9,35.7,34.8,77,75,34.4,28.6,0,2.95,1.42
12,5,1991,1005,1007.7,33.4,34.2,68,74,35.4,28.2,0,2.47,1.47
13,5,1991,1004.3,1007.7,32.8,34,67,75,35,27.8,0,2.76,1.62
14,5,1991,1003.9,1007.1,33.2,34.6,70,74,35.1,29.7,0,3.37,1.47
15,5,1991,1003.2,1006.3,32.8,34,64,73,35.6,27.6,0,2.87,1.55
16,5,1991,1003.3,1008.7,33.2,32.4,67,78,35.4,22.5,0.2,2.48,1.83
17,5,1991,1003.6,1006.6,32.4,34,70,82,34.4,21.8,0.9,2.38,1.63
18,5,1991,1001.2,1003.2,34.4,34.8,73,53,34.8,27,0,3.2,1.22
19,5,1991,999.8,1005.4,33.2,33.8,72,77,35,23.8,0,2.44,1.21
20,5,1991,1003.9,1009.3,31.2,36.5,72,72,34.1,25.3,0.8,2.12,1.49
21,5,1991,1005.2,1007.9,32.4,24.9,76,61,33.4,23.5,0,3.06,1.11
22,5,1991,1005.2,1005.9,25.8,30.8,47,77,35.9,26.6,0,2.72,1.72
23,5,1991,1003.2,1002.9,31.3,36.1,79,77,34.6,24.8,0.1,2.99,1.4
24,5,1991,998,1001.8,27.9,35.1,54,70,37.5,28.8,0,2.9,1.29
25,5,1991,998.1,1003.7,28.4,35,56,73,36.5,29.2,0,2.53,1.54
26,5,1991,1000.9,1003.3,33.8,36.5,68,87,36,28.7,0,2.61,1.85
27,5,1991,1000.3,1003.7,34.8,27.9,71,62,35.2,25.6,0,2.52,1.75
28,5,1991,999.1,1002.7,32.8,34.2,64,74,35.8,28.3,0,2.84,1.47
29,5,1991,999.6,1004.1,29.5,31.1,74,72,36,26.5,0,3.01,1.57
1,6,1991,1000.1,1004.7,28.4,34.4,55,81,36.5,26.5,0,1.74,1.48
2,6,1991,1000.1,1003,28.4,29.3,71,77,32.1,25.5,0.2,2.61,1.78
3,6,1991,1000.3,1003.8,26.4,35.7,50,77,36,27.9,0.2,3.36,1.21
4,6,1991,1001.3,1005.4,29.5,33,59,68,36.4,27.2,4.7,3.61,1.19
5,6,1991,1003.1,1006.5,31.5,33.8,72,74,34.8,26.8,1.4,2.14,1.45
6,6,1991,1004,1005.9,31.7,34.2,89,98,33.3,24.6,49,0.64,0.57
7,6,1991,1004,1004.1,31.1,32.6,96,91,26.7,24.6,53,0.77,0.8
8,6,1991,1000.3,1001.7,31.7,35.2,89,88,28.2,25.2,4,2.22,1.7
9,6,1991,997.6,999.3,30.4,38.9,95,82,34.2,25,46,2.84,1.64
10,6,1991,997.9,999.9,32.1,34.4,100,89,35.2,24.5,34.1,0.63,0.62
11,6,1991,997.9,998.8,34.4,35.2,92,85,29,27.5,1.5,2.25,1.65
12,6,1991,996.6,998.7,35.7,32.8,88,89,33,27.2,2,2.12,1.73
13,6,1991,996.8,999.1,34.4,33.8,88,74,30.9,26.2,35,1.6,1.21
14,6,1991,997.9,1001.5,33.6,35.2,78,97,32.5,26.5,72,2.48,1.77
15,6,1991,999.6,1001.8,33.6,35.2,75,79,33.7,28.4,1.9,1.76,1.82
16,6,1991,998.5,999.3,33.4,37.1,98,83,33.8,25.4,107,3.2,1.67
17,6,1991,997,997.5,31.7,30,89,67,35.7,26.4,3,2.92,1.8
18,6,1991,994.8,997.5,36.3,32.4,64,78,36.3,26.6,1.2,2.86,1.45
19,6,1991,995.4,998.2,35.7,31.9,74,77,33.6,22.4,10,3.29,2.03
20,6,1991,995,999.8,28.8,37.4,80,80,35.4,24.2,52.5,3.15,1.14
21,6,1991,998.8,1004.4,31.7,35,59,76,35.7,27.9,0,3.44,1.14
22,6,1991,1001.4,1003.8,33,35,68,73,35.6,27.8,0,2.86,1.14
23,6,1991,999.4,1001.4,32.2,32.6,66,75,35.5,26,0,1.95,1.14
24,6,1991,996.8,997.9,33.2,28.6,70,60,34.2,27.2,0,2.98,1.14
25,6,1991,995.4,998.4,33.2,34.8,64,69,36.5,28.8,0,2.95,1.14
26,6,1991,995,999.4,36.9,28.4,66,71,38.4,26.2,0,2.2,1.14
27,6,1991,997.1,1000.5,35,34.2,78,70,32.6,27.3,0,3.19,1.14
28,6,1991,997.2,1001.8,35.9,36.7,71,79,35.6,28.4,0,3.3,1.14
29,6,1991,993.3,1003.6,35,33.4,98,89,35.6,25.1,28,1.88,1.14
30,6,1991,1000.7,1003.4,31.7,31.9,79,77,32,26.5,0,3.01,1.14
1,7,1991,999.6,1002.3,29,34.2,79,81,33.6,27.4,0.2,2.72,1.14
2,7,1991,999.3,1000.4,30.5,32.6,68,71,34.2,28.1,0,3.03,1.14
3,7,1991,997.2,999.6,35.4,32.8,34,100,36.5,24.4,137.9,0.68,1.14
4,7,1991,997.2,999.5,29.3,28.6,90,87,26,24,43.2,0.88,1.14
5,7,1991,999.2,1000.9,33.4,34.4,88,88,28.5,24.5,0.2,1.91,1.14
6,7,1991,998.8,1000.7,36.9,36.1,84,81,33,27.4,9.7,2.72,1.14
7,7,1991,997.9,999,35.7,36.7,75,79,34.1,28.2,0,3.1,1.14
8,7,1991,997.2,1000.2,34.1,33.2,83,72,35,27.5,0,2.62,1.14
9,7,1991,996.9,1000.8,32.6,34.6,67,76,34.4,26.9,1.6,3.52,1.14
10,7,1991,998.9,1001.9,33.2,35.7,85,77,34,26.8,5.7,3.5,1.14
11,7,1991,999.4,1002.9,35.4,34.2,83,80,34.2,26.4,0.8,2.81,1.64
12,7,1991,1000.2,1001.1,33.6,33.6,78,78,33.8,26.9,1.2,2.92,2.21
13,7,1991,997.7,992.4,34.6,34.2,74,73,34,26.8,1.3,4.18,1.78
14,7,1991,995.8,997,34.4,38.5,75,83,35,27.4,4.5,3.56,1.33
15,7,1991,994.7,997.9,33.2,34.8,64,81,35,27.2,0,3.43,1.72
16,7,1991,995.1,997.9,33.2,34.6,76,81,34.5,27.1,0.1,3.1,2.02
17,7,1991,996.2,998.9,31.5,34,95,79,32.9,25.4,25.1,2.26,1.8
18,7,1991,996.5,1001,24.6,34.8,85,89,31.6,26.2,11.3,2.2,2.09
19,7,1991,999.5,1001.9,33.2,34.6,78,84,31.4,27.6,0,1.57,1.28
20,7,1991,999.2,999.2,32.4,34,97,92,32.4,25.6,29.4,2.68,1.62
21,7,1991,994.6,993.6,32.2,32.2,90,89,32.2,25.4,28.1,2.45,2.04
22,7,1991,990.5,993.8,32.2,32.2,87,93,31.2,25.4,32,1.3,1.14
23,7,1991,993.7,996.7,28,32.8,85,76,28.7,26.6,3.9,2.23,1.38
24,7,1991,995.1,999.9,31.1,36.5,72,85,32.5,27.6,0,2.27,1.51
25,7,1991,997.2,999.5,33.4,35.2,77,78,32.5,26.7,2.2,3.65,1.24
26,7,1991,995.9,996.6,33.6,33.8,78,71,34,27.2,0,3.04,1.85
27,7,1991,993.8,994.2,34.6,35.2,94,85,34.6,27,2.8,3.05,1.5
28,7,1991,991.4,992.9,33.4,32.2,74,81,33.2,26.3,5.5,2.77,1.79
29,7,1991,991.4,997.6,34.2,31.9,95,87,32.2,25.5,23.8,2.31,1.5
30,7,1991,996.2,1001.4,35.4,35.7,87,92,31.2,26.8,12.6,2.28,1.58
31,7,1991,998.7,1001.7,33.8,34.4,77,81,33.4,27.5,0.2,2.25,1.71
1,8,1991,998.5,1001.2,34.4,33.8,73,77,34,27.8,0,2.41,1.53
2,8,1991,998.8,1002,33.4,34.2,88,75,34.5,27.4,1.1,1.88,1.64
3,8,1991,999.7,1003.9,35.9,29.3,83,87,34.2,24.6,9.3,0.42,0.38
4,8,1991,1001.8,1003.8,35.2,35.4,95,83,27.6,26.7,12.5,3.15,1.64
5,8,1991,1001,1002.4,35.4,34.8,80,85,33.8,27.2,0,1.79,1.53
6,8,1991,999.8,1002.4,33.6,32.7,78,77,31.6,25.8,0.3,3.3,1.53
7,8,1991,999.5,1002.2,32.6,35.2,74,79,33,26.6,0,2.75,1.86
8,8,1991,999.8,1002,33.4,33.2,90,78,33.1,26.5,1.1,3.32,1.57
9,8,1991,998.5,1000.5,34.6,34.8,80,81,33.2,26.6,2.9,2.68,1.67
10,8,1991,997.3,999.5,33.6,35.2,81,77,33,27,0,3.31,1.46
11,8,1991,996,997.4,32.4,34.8,73,81,34.2,27.6,0,3.69,1.77
12,8,1991,994.1,995.1,34.4,34,73,85,33.6,26.5,15.2,2.65,1.56
13,8,1991,992.3,995.6,35.9,34.6,83,82,32.8,26.4,11.3,2.48,1.68
14,8,1991,994.1,999.4,33.8,29.3,86,69,32.4,26,4.6,3.37,1.87
15,8,1991,996.6,999.8,31.7,32.4,73,79,33,26.6,0,2.75,1.86
16,8,1991,997.3,1000.3,34.8,35,85,86,32.1,26.6,2.8,1.87,1.55
17,8,1991,997.2,1001,33.2,34,78,89,31.4,27,2.4,2.67,1.32
18,8,1991,998.6,1001.7,34.2,34.4,91,85,33.5,26.8,3.8,2.52,2.04
19,8,1991,998.2,1001.4,35,35,73,83,32.6,27.2,0,2.71,1.51
20,8,1991,997.6,999.9,34,34.8,67,81,34,27.5,0,3.43,1.3
21,8,1991,995.7,1000.2,34,31.5,64,90,35.3,24,8.5,2.65,2.58
22,8,1991,997.2,997.1,31.9,34.2,93,95,31.7,25.1,22,2.47,1.77
23,8,1991,996.6,1002.4,32.8,31,85,92,31,25.5,27.5,3.02,1.57
24,8,1991,999.4,1001.1,34.6,35.2,80,79,32.9,26.4,3,2.54,1.43
25,8,1991,997.7,999.7,35.9,36.7,80,83,33.5,27.5,0,2.74,1.46
26,8,1991,998.5,1000.8,34.6,36.3,93,87,33.8,26.9,0.8,2.31,1.68
27,8,1991,999.5,1001.6,33.2,34.6,92,84,32.2,25.8,25,3.04,1.81
28,8,1991,997.9,1000,34.4,33,89,87,32.2,26.1,3.5,3.33,1.75
29,8,1991,997.1,1002.4,33,33,87,86,31.2,26.3,6.1,3.5,3.25
30,8,1991,1000.5,1005,30.4,34.6,71,86,32.4,26.4,2.8,3.37,1.76
31,8,1991,1000.9,1004.9,32.1,33.6,79,75,33,26.8,0,2.16,1.48
1,9,1991,1001.8,1006.9,32.2,33.4,81,79,31.8,26.5,2.2,2.67,1.68
2,9,1991,1003.2,1006.5,35.1,35.4,81,80,32,21.8,0,2.13,1.58
3,9,1991,1003.5,1005,33.2,36.7,78,91,33.6,26.4,3,2.24,1.68
4,9,1991,1001.5,1006,34.2,33,94,87,33.6,25.4,34.4,2.01,1.91
5,9,1991,1002.4,1006.8,32.6,33.4,81,87,30.9,25.9,5.4,1.35,0.9
6,9,1991,1004.2,1005.8,32.4,34.4,89,81,30.5,26,30.5,3.05,1.48
7,9,1991,1001.3,1003.5,35.4,34.6,83,83,34.9,24.4,30.4,3.03,1.43
8,9,1991,999.4,1003.1,35.2,34.4,79,79,34.4,25.2,4.2,3.06,1.32
9,9,1991,1001.2,1005.6,32.8,35.4,76,95,34.1,25,75.5,0.89,0.79
10,9,1991,1003,1006.4,33,33.4,90,93,28.3,25.6,19,3,2.08
11,9,1991,1005.9,1009.1,33.4,34.8,86,83,32,26.4,0,2.17,1.19
12,9,1991,1004.8,1008.5,35.7,31.9,81,71,33,25.4,0,3.18,1.22
13,9,1991,1006.5,1008.7,30.9,32.8,92,78,34.1,25.5,9.5,3.18,1.22
14,9,1991,1005.9,1008.6,30.5,31.7,89,79,33.5,25.9,0.6,2.23,1.81
15,9,1991,1005.2,1008.6,32.5,34.2,89,78,32.5,26.2,1.5,3.03,1.71
16,9,1991,1005,1008.1,32.4,33.6,82,76,33,25.8,1.6,3.44,1.19
17,9,1991,1004.3,1008,33,34.4,77,85,34.4,26.7,0,3.12,1.75
18,9,1991,1003.9,1005.3,33.2,33.6,78,75,33.4,26.7,0,3.41,1
19,9,1991,1001.8,1005.2,33.8,34.8,91,75,34.3,27.1,1.9,2.12,1.6
20,9,1991,1001.4,1006.3,33.8,34.4,77,75,34.8,26.6,5.9,3.37,1.15
21,9,1991,1003.9,1007.5,34.6,34.4,76,79,34.6,27.1,0,2.92,1.24
22,9,1991,1004.9,1006.7,32.6,33.6,81,75,34,27,0,2.84,1.7
23,9,1991,1004,1007,32.2,33,83,93,33.3,25.4,14,1.39,1.43
24,9,1991,1003.5,1005.7,33.2,35,89,83,29.4,26.2,2.5,2.12,1.78
25,9,1991,1003.3,1006.9,32.1,34,92,95,32.7,25.5,9.3,1.71,1.67
26,9,1991,1002.7,1006.5,33,34,95,92,31.5,25.8,21.7,0.69,0.74
27,9,1991,1005.3,1008.7,34.4,35.4,92,86,29.3,26.2,0,2.59,1.69
28,9,1991,1005.4,1008.5,34,37.6,79,85,33,27.4,0,2.36,1.4
29,9,1991,1005.4,1007.7,33,34,71,79,34.6,26.6,0,2.19,1.17
30,9,1991,1003.4,1006.6,33.4,33.6,74,75,34.6,27.2,0,1.78,1.25
1,10,1991,1003.9,1006.8,33.8,37.1,87,85,33.6,26.1,13.9,2.59,1.28
2,10,1991,1004.3,1007.7,34,34,89,79,33,26.6,0.5,1.95,1.36
3,10,1991,1004.6,1008.1,34,34.4,71,81,34,26.6,8.7,1.73,1.31
4,10,1991,1005.7,1007.4,30.9,34.8,92,88,32.5,25.4,16.6,3.06,1.67
5,10,1991,1004.1,1008.1,31.9,33.4,83,81,32.9,24.3,24.6,2.79,1.17
6,10,1991,1006,1008.9,30.4,33,90,87,31.6,24.8,11.4,1.4,0.95
7,10,1991,1005.6,1008.5,31.9,33.2,93,85,29.6,25,18.6,2.64,1.26
8,10,1991,1005,1008.1,31.9,33.2,83,85,33.2,25.4,0.1,1.71,1.23
9,10,1991,1005.1,1009.2,29.7,33.6,81,81,32.5,25.3,0,2.53,1.5
10,10,1991,1004.3,1007.7,32.4,31.4,82,72,33,25.8,0,2.7,1.31
11,10,1991,1005.1,1007.2,32.2,29.5,81,71,32.7,24.4,1.3,2.8,1.11
12,10,1991,1003.7,1006.3,33.2,32.6,78,83,32.8,25.4,0,2.44,1.48
13,10,1991,1003.6,1002.9,29.5,30.7,76,95,32.5,23.9,22.3,0.79,0.64
14,10,1991,1001.4,1005.1,27.9,27.9,91,95,26.6,23.2,1.3,0.54,0.47
15,10,1991,1005.6,1011.1,27.3,29.3,88,90,25.6,23.2,0.4,1.47,1.1
16,10,1991,1009.9,1013.7,28.1,28.6,82,87,28.2,23.3,0,2.99,1.44
17,10,1991,1010.4,1013.8,29.3,30.4,77,80,30.7,24.6,0,2.61,1.09
18,10,1991,1009.4,1013.6,28.1,30.7,68,78,32,24.6,0,2.78,1.15
19,10,1991,1010,1015.3,25.2,25.9,61,74,32.8,22.5,0,2.73,1.03
20,10,1991,1009.6,1013.1,23.4,27.7,57,74,32.7,23.2,0,2.79,0.94
21,10,1991,1008.9,1013.9,23.7,24,57,63,33.7,22.9,0,2.7,0.99
22,10,1991,1009.7,1014.4,25.6,23.8,66,65,32.2,22.2,0,2.64,1.04
23,10,1991,1010.4,1013.9,20.6,26.6,56,70,31.3,20.8,0,2.82,0.96
24,10,1991,1009.2,1013.2,24,25.3,63,74,31.1,21.7,0,2.84,1.01
25,10,1991,1008,1011.3,26.4,26.3,69,67,32,23.7,0,2.83,0.74
26,10,1991,1007.5,1011.7,29.1,24.9,73,67,32,24.4,0,1.76,1.42
27,10,1991,1008.9,1013.5,25,25.8,66,75,30.6,23.9,0,1.9,1.19
28,10,1991,1009.5,1012,25.3,23.4,69,65,30.8,24.4,0,2.79,1.53
29,10,1991,1008.3,1010.8,25.9,23.5,67,69,31,23.7,0,2.36,1.74
30,10,1991,1008,1010.4,25.3,28.6,69,87,30.4,23.6,0,1.21,1.22
31,10,1991,1008.4,1009.3,26.2,21.7,91,88,28.5,22,7.5,1.48,0.92
1,11,1991,1006.4,1010.6,26.9,28.3,82,84,27.7,22.4,0,2.46,0.97
2,11,1991,1010.1,1013.4,26.6,29.7,69,90,31.3,24.1,0,1.95,1.42
3,11,1991,1010.2,1013.2,26.3,26.7,77,84,30.6,23.4,0,0.77,0.79
